_Area,_Location,_Class,_Name,_19Jan,_19Feb,_19Mar,_19Apr,_19May,_19Jun,_19Jul,_19Aug,_19Sep,_19Oct,_19Nov,_19Dec,_20Jan,_20Feb,_20Mar,_20Apr,_20May,_20Jun,_20Jul,_20Aug,_20Sep,_20Oct,_20Nov,_20Dec,_21Jan,_21Feb,_21Mar,_21Apr,_21May,_21Jun,_21Jul,_21Aug,_21Sep,_21Oct,_21Nov,_21Dec,_22Jan,_22Feb,_22Mar,_22Apr,_22May,_22Jun,_22Jul,_22Aug,_22Sep,_22Oct,_22Nov,_22Dec,_23Jan,_23Feb,_23Mar,_23Apr,_23May,_23Jun,_23Jul,_23Aug,_23Sep,_23Oct,_23Nov,_23Dec,_19Total,_20Total,_21Total,_22Total,_23Total,_Total,_20Rate,_21Rate,_22Rate,_23Rate,_before,_after,_rate
Northern,Yilan County,Others,蘭陽博物園區,32877,37876,40780,48108,43713,62419,101502,99896,55146,69971,67835,57597,53631,44911,21305,18533,32651,61497,95741,94723,49811,72345,51729,39906,42813,62802,38732,57264,20582,0,6882,55711,38122,57231,51568,46955,27034,31790,17161,20898,10390,22251,56767,65722,33305,45078,28321,31948,35996,30552,30010,57481,45578,52226,73281,73299,35835,44958,41306,37070,717720,636783,478662,390665,557592,2781422,-11.28,-24.83,-18.38,42.73,1556114,1142133,-0.26603513624323155
Eastern,Taitung County,National Scenic Areas,水往上流遊憩區,33433,52846,52376,52342,49117,48527,47293,45632,28595,42502,41039,38521,58783,28451,13034,16338,15444,30961,40083,62880,33005,49937,36161,38583,41405,57139,15639,29013,9983,0,422,9578,8423,12437,17687,18863,11161,27633,8766,13262,5610,6003,15235,14584,13424,10647,19701,76865,22836,17741,11161,17119,11676,9408,15266,14461,6883,7935,11073,11300,532223,423660,220589,222891,156859,1556222,-20.4,-47.93,1.04,-29.63,1099079,437160,-0.6022487919430723
Southern,Tainan City,Museums,國立臺灣歷史博物館,33908,37518,38731,33908,41013,40987,42444,39332,36131,62481,28653,33164,16173,13445,9784,7793,9324,7568,2502,4516,7124,9297,7565,4264,34863,38515,33220,38213,16985,0,4343,10457,9950,97556,33055,32977,30834,30442,27537,26008,21496,24790,42389,41063,26352,243430,34068,35094,41567,31514,31222,39889,44468,36371,42077,42774,26795,74235,127876,40831,468270,99355,350134,583503,579619,2080881,-78.78,252.41,66.65,-0.67,712436,1336660,0.8761825623634966
Northern,Taipei City,National Parks,擎天崗,35287,37730,34293,47182,40755,50246,52741,43875,51621,80294,78972,56932,64208,74443,32642,34083,37021,52060,45108,48245,28382,47421,48245,26239,40270,49435,37515,45944,22426,827,7735,22205,23454,23454,31184,23673,21729,20132,30926,34801,16189,38108,51806,52038,32706,28482,39082,27559,46019,48374,53412,70576,45131,52482,64993,45604,60239,51394,83412,50656,609928,538097,328122,393558,672292,2541997,-11.78,-39.02,19.94,70.82,1321189,1167615,-0.11623923602149276
Northern,New Taipei City,Museums,新北市立鶯歌陶瓷博物館,35919,39627,44390,78160,46865,48769,69814,90039,66370,105922,55045,45469,44624,29627,19383,13432,34211,79507,77386,88000,33849,51821,45392,33251,33513,33521,34051,41914,14907,0,710,3453,2618,11472,37691,34480,18597,24633,28696,68096,11429,19620,35181,60184,27713,35421,29656,125697,52121,37092,33799,49669,39353,84370,147332,72535,51529,3980000,43314,38078,726389,550483,248330,484923,4629192,6639317,-24.22,-54.89,95.27,854.62,1419871,5200376,2.6625693460884827
Northern,Taipei City,Others,臺北市孔廟,36844,48003,36965,38348,40191,30134,34305,33299,36642,39629,38500,32453,46360,29433,19736,19727,18354,18961,18665,25909,23469,27527,22780,18000,27263,36942,25316,29372,11046,0,2606,17640,20357,26797,20085,20566,18968,18037,22865,18147,12423,14871,21369,22130,24887,21131,21274,21800,42329,23814,29162,33325,31114,26721,26436,29186,23725,31908,34592,33659,445313,288921,237990,237902,365971,1576097,-35.12,-17.63,-0.04,53.83,853127,691678,-0.18924380543576746
Northern,Taipei City,Museums,北投溫泉博物館,37415,25183,30615,28633,30010,28274,30907,31433,43952,42903,43298,43945,32560,24135,10969,6520,9630,9499,13276,18220,18296,25466,20893,25342,25103,19431,16858,17611,5866,0,209,1248,2826,15745,22208,22479,14227,11542,14694,9998,5547,7924,18030,19679,12731,18246,23191,30292,28360,31478,29821,34133,26054,24272,27183,27437,24938,32589,38414,43905,416568,214806,149584,186101,368584,1335643,-48.43,-30.36,24.41,98.06,710377,617943,-0.13011964069782664
Central,Nantou County,Others,清境高空觀景步道,37780,52288,39660,39721,27283,37912,53415,39735,39735,54191,46480,73342,32347,28255,14910,14405,27951,49523,70465,77709,39998,59707,53789,40050,28078,36871,25126,27919,13339,0,5163,19186,19964,28032,35645,35079,21215,25389,22738,20135,8362,13997,32319,36092,23094,30247,28309,31505,30864,26147,25944,30529,26315,26098,29674,7671,12961,19954,27080,29589,541542,509109,274402,293402,292826,1911281,-5.99,-46.1,6.92,-0.2,1168645,704948,-0.3967817429587257
Northern,Yilan County,Municipallevel and Countylevel Scenic Area,五峰旗風景區,38132,41201,46385,41685,54885,63150,73789,56371,53531,73181,74913,58964,43524,38976,44815,34855,51795,88399,111145,115102,98215,92627,79453,45512,58298,59192,78095,64336,20495,0,775,20803,26066,25348,32314,31779,20828,16976,29363,26242,10134,19346,40434,40894,26601,27183,32858,27101,20163,21031,27128,30660,28399,26579,33719,25124,32023,37886,37127,28937,676187,844418,417501,317960,348776,2604842,24.88,-50.56,-23.84,9.69,1780526,782243,-0.5606674656814896
Southern,Kaohsiung City,Others,愛河(五福四路至博愛一路),38957,49655,35143,33315,25979,19485,20297,16234,15060,19929,20946,20224,337450,1160849,3181,2061,2955,5472,9298,9944,6951,11354,7862,8064,6570,11888,6797,9051,3505,0,401,2494,3914,8457,10316,11747,7143,3262450,369896,309046,279055,358354,420050,474296,356050,363605,375285,412283,446493,351260,370256,372885,353164,356919,353199,373078,333807,386353,322971,333268,315224,1565441,75140,6987513,4353653,13296971,396.61,-95.2,9199.33,-37.69,1914971,11375600,4.940351054924592
Central,Miaoli County,Museums,臺灣客家文化館,39530,65638,60480,91027,91890,73673,69113,64494,59694,70240,79390,55864,63895,39076,26998,41672,60888,44397,60776,70244,54335,68004,79546,56082,43871,46287,47915,84745,35693,0,3884,15554,17915,27781,45898,49071,26442,34019,39258,49692,33826,31582,49466,45021,41874,47528,42712,49444,53339,32548,33103,83844,72538,47430,50033,45549,42425,47314,46045,49800,821033,665913,418614,490864,603968,3000392,-18.89,-37.14,17.26,23.04,1709764,1235497,-0.2773874055132755
Central,Yunlin County,Others,古坑綠色隧道,40000,200000,30000,100000,120000,100000,110000,90000,90000,100000,150000,130000,110000,100000,70000,40000,80000,170000,100000,90000,80000,110000,150000,158000,66000,120000,80000,110000,20000,200,300,35000,52000,100000,150000,130000,120000,200000,90000,70000,100000,110000,110000,110000,120000,200000,230000,150000,150000,160000,140000,180000,160000,75000,95000,93000,110000,130015,351816,120236,1260000,1258000,863500,1610000,1765067,6756567,-0.16,-31.36,86.45,9.63,2894000,3807067,0.3155034554250173
Eastern,Taitung County,National Scenic Areas,鹿野高臺,40373,94230,46259,54384,45119,68367,199337,117804,45159,51951,42533,46205,64624,45633,34272,38455,34659,52198,184150,228061,46407,61159,46199,50893,52716,84147,50109,55239,28258,0,3893,97161,66729,42516,49720,57444,53759,63894,49339,52752,44841,48170,342459,228504,48007,47802,47547,49999,72072,45816,36880,51757,11322,24803,256240,262942,22336,31885,30339,20427,851721,886710,587932,1077073,866819,4270255,4.11,-33.7,83.2,-19.52,1980642,2160301,0.0907074574809582
Southern,Chiayi County,Museums,國立故宮博物院南部院區,40452,97794,59559,48556,97115,79951,146832,146097,80295,120374,71993,60244,94656,45702,23066,17158,28434,90110,191001,254203,66163,117276,66247,61365,54498,90243,45370,66563,20662,0,2186,73227,84929,155036,78290,65483,50234,77478,44315,46509,22983,37290,200667,206912,115313,123337,56998,57859,90672,63977,43938,80271,54314,67712,131637,152952,64054,82137,56512,66120,1049262,1055381,736487,1039895,954296,4835321,0.58,-30.22,41.2,-8.23,2361317,2377929,0.007035057131253449
Central,Miaoli County,National Parks,汶水遊客中心,41630,52851,64057,64401,70397,66579,57471,48540,60223,63614,62585,51766,50060,34119,28503,19101,23827,33066,53787,54054,48545,68680,58698,48419,52022,38030,38820,47764,23138,494,2713,7376,9341,21492,43330,44906,26569,24848,31568,27412,13022,13385,27222,31314,26244,31161,25805,31639,36750,29777,32739,42630,41200,35709,35164,31126,33631,42762,35764,36557,704114,520859,329426,310189,433809,2298397,-26.03,-36.75,-5.84,39.85,1401609,863067,-0.38423126563827714
Eastern,Taitung County,National Scenic Areas,三仙臺,41887,60290,45667,45727,37957,41524,64872,52134,40093,56200,45216,40454,57901,46781,24817,23767,24312,47576,76932,99761,58029,74002,45560,33488,33876,54477,29355,33924,14687,0,4160,20490,18922,29348,32785,32054,31483,52524,27847,30859,13353,26467,65634,58366,28138,21705,20105,22798,39908,27851,18953,41199,23981,34295,41976,42021,18953,34986,32781,27492,572021,612926,304078,399279,384396,2272700,7.15,-50.39,31.31,-3.73,1336579,896784,-0.32904527154773494
Eastern,Taitung County,National Scenic Areas,小野柳(加路蘭),42096,114592,53819,55585,18392,56778,65771,51654,47709,76751,40976,40877,91235,54720,18517,30717,22311,55246,59251,105167,89536,127121,73314,43158,68694,101445,42131,96832,30376,0,9573,26072,38941,45814,71975,77116,55151,86379,49453,53632,22817,30967,62616,65953,48044,42303,57321,41513,73048,58879,14326,61757,49160,50082,59702,54215,32126,50867,41079,46334,665000,770293,608969,616149,591575,3251986,15.83,-20.94,1.18,-3.99,1744395,1441570,-0.1735988695220979
Central,Nantou County,Others,九族文化村,42934,144130,117395,87460,62756,50233,79171,70146,75740,79371,95653,73313,64408,122606,44129,16072,18216,60554,140812,164404,55561,55155,54777,49417,34028,144828,121039,54762,16130,0,4773,23971,18417,39781,68817,77846,48777,143171,98586,43301,9405,12356,87220,141831,52784,67126,72337,53319,90601,141060,96082,69122,38982,51512,55062,50564,55467,39788,68359,61367,978302,846111,604392,830213,817966,4076984,-13.51,-28.57,37.36,-1.48,2179070,1853040,-0.14961887410684374
Northern,New Taipei City,National Scenic Areas,鹽寮福隆遊憩區,43085,50266,50118,103586,212625,179768,220809,499510,362346,141010,124399,83159,46495,50062,36458,38114,70376,163330,187017,144804,94330,119097,95849,47893,33799,48003,36244,54553,30782,2174,6291,21484,56314,80701,46704,24747,10149,14235,21717,22523,12009,54759,88559,72472,44128,36791,19360,20541,22264,23238,28719,52127,39726,83375,104374,69058,51370,51143,40362,19298,2070681,1093825,441796,417243,585054,4608599,-47.18,-59.61,-5.56,40.22,3337105,1210763,-0.6371816289868014
Southern,Tainan City,Tourist Areas,祀典武廟,44080,51965,38567,38941,44262,48427,30279,31458,26555,37284,37672,36238,45938,30489,13224,10303,8856,15569,27060,32717,17647,28797,21442,22062,27577,40189,19760,22070,7106,0,1415,9148,9726,16549,20602,25476,22944,28718,17402,17291,7438,10862,23616,25270,17774,22931,21596,26903,45576,34709,23620,30150,19359,20185,22117,24584,14175,23239,23638,29185,465728,274104,199618,242745,310537,1492732,-41.15,-27.17,21.6,27.93,849428,625635,-0.26346317757361426
Central,Changhua County,Others,臺灣玻璃館,44221,87548,61163,63981,61824,76358,64702,61031,69348,72869,62542,60103,78844,44984,34969,31982,46118,76508,72265,78670,70885,111341,89669,79758,83394,115926,80438,86853,33415,0,0,15850,31649,53146,40599,37785,18619,46166,24661,21517,10067,14360,26002,28744,26976,32679,24847,21525,54793,37475,35425,37817,33991,29070,37528,37998,29108,35829,27796,27796,785690,815993,579055,296163,424626,2901527,3.86,-29.04,-48.85,43.38,1968294,883968,-0.5508963599950008
Northern,Taipei City,Museums,國立臺灣博物館,44396,38484,43946,43933,56831,53038,73372,68085,36149,43330,38821,40925,34913,21561,10311,9033,20138,38799,85702,98560,48378,76863,53526,46959,47735,49957,43638,55571,16893,0,3293,11206,14159,29051,34654,37069,25184,32250,33264,22664,8954,17332,91115,91186,41708,58852,48042,55650,65668,63989,48588,77077,68781,82654,118081,104655,62553,75706,64527,72819,581310,544743,343226,526201,905098,2900578,-6.29,-36.99,53.31,72.01,1322954,1546232,0.16877230803187412
Northern,Keelung City,National Scenic Areas,情人湖及湖海灣,44473,51789,74036,79895,76588,78656,81724,81159,90425,100008,68577,55587,39164,50095,61218,57662,63360,56824,59504,64403,54001,61258,46763,35114,50197,73410,63989,75922,59655,15832,9589,33516,70406,61401,51541,50969,44313,38665,61632,62686,45756,59294,71261,64366,67576,49493,49080,28275,49640,43265,58651,92477,45715,57296,57809,54400,55567,57569,52875,40298,882917,649366,616427,642397,665562,3456669,-26.45,-5.07,4.21,3.61,1795801,1542276,-0.14117655575422888
Northern,Taipei City,Museums,臺北市立天文科學教育館,46631,54953,94230,81411,57611,57474,106838,112152,81632,77255,51425,57874,46608,26497,15290,10652,36339,80345,87576,87540,60693,67394,49490,49912,42440,42754,52853,63111,15545,0,0,13740,16134,41673,50453,51118,22734,46084,52713,29826,13964,29796,90796,93098,62859,93291,58975,77454,67956,68139,59784,86487,63859,75457,129397,155236,110048,101753,87516,92777,879486,618336,389821,671590,1098409,3657642,-29.69,-36.96,72.28,63.55,1698980,1929377,0.1356090124663033
Northern,Taoyuan City,Municipallevel and Countylevel Scenic Area,角板山遊憩區,47380,34636,23901,24624,23445,27335,29931,20687,21318,27004,21108,19070,125186,79807,64962,67713,80390,87254,117065,89544,49210,78842,62341,36657,142989,75068,49182,50842,65972,48687,82573,83704,95332,103356,96789,119441,140485,102026,93958,104551,78610,116151,179144,138306,82103,92093,102101,85400,173786,111835,94371,111496,106476,133499,183823,98569,92129,97722,95569,106643,320439,938971,1013935,1314928,1405918,4994191,193.03,7.98,29.69,6.92,1577491,3135764,0.98781736314185
Central,Yunlin County,Others,劍湖山世界,48141,79461,59104,149014,41599,58229,101705,81345,90292,108081,87945,96607,63988,38495,13651,27495,15011,71580,136322,166838,50965,62497,56421,81282,44808,66286,78384,96636,13096,0,4095,25537,20936,41157,61252,94820,50425,50749,92016,50895,6633,20205,91376,142715,60611,63527,70077,128473,106091,66470,61053,105589,36791,52519,118699,100970,60023,56170,75302,131112,1001523,784545,547007,827702,970789,4131566,-21.66,-30.28,51.31,17.29,2072182,2016656,-0.02679590885356595
Northern,Taipei City,Museums,臺北市立美術館,48208,42015,41689,32279,35872,38124,43477,59930,47558,48547,39836,43354,39207,35556,27370,20572,37308,67915,58297,53478,33168,41334,24529,39423,40411,33437,30771,25236,34650,0,10256,26658,39661,53875,29707,23932,22994,23624,25107,23991,20700,34214,54177,39088,27611,38191,37153,37862,34949,46224,59945,68624,59127,47827,53245,50011,42360,47106,43029,51052,520889,478157,348594,384712,603499,2335851,-8.2,-27.1,10.36,56.87,1128901,1135386,0.005744524984918961
Northern,Taoyuan City,Others,大溪老城區,48979,69366,65599,65829,37931,17771,13825,14009,14344,31913,25664,16123,445198,411077,369413,332659,379552,373923,422246,474878,296506,534701,508443,342426,359560,383782,338512,332024,312582,253361,363109,479659,496122,570073,597227,597293,457946,395560,521553,468803,356904,429842,553624,507569,491836,535023,677484,542136,762869,550777,582698,623273,506770,538708,594625,524232,497955,576870,605723,623920,421353,4891022,5083304,5938280,6988420,23322379,1060.79,3.93,16.82,17.68,6726253,15187415,1.2579309758345396
Northern,New Taipei City,Others,水湳洞遊客中心,49300,57400,43550,54300,51550,54350,84000,94000,66000,81700,72000,80500,50000,29500,13000,10000,22000,33500,44000,39000,39000,40000,35000,37000,35000,51000,33000,30000,15000,0,0,10000,28500,27000,24000,25000,24900,47000,35300,35000,28000,32000,40320,50400,32000,28000,26000,27000,30400,47500,44120,53762,55015,53181,40848,50664,43631,44657,40691,38652,788650,392000,278500,405920,543121,2408191,-50.29,-28.95,45.75,33.8,1329650,1053541,-0.20765539803707742
Southern,Pingtung County,Museums,國立海洋生物博物館,49621,100774,61294,74109,66768,91292,139987,123268,84178,106290,65954,58573,83091,42116,21375,16198,32276,93794,174957,213380,84621,101464,61886,49792,44623,82828,48102,72962,29853,0,7980,54110,57066,81334,72220,68799,57940,74747,59094,51917,26810,60699,149762,146905,91291,92485,61796,62503,108543,75750,53505,88585,65740,93874,127125,124078,59644,73778,53338,54072,1022108,974950,619877,935949,978032,4530916,-4.61,-36.42,50.99,4.5,2245573,2193400,-0.02323371362231377
Southern,Kaohsiung City,Museums,高雄市立美術館,50328,66188,70559,40898,48556,44852,49599,55336,37113,43001,44508,55105,78291,44385,23374,17471,25589,16401,26260,23268,21940,25006,20867,88103,46942,81580,84285,100369,34662,0,8274,54949,82356,113829,44520,62594,50986,77810,99437,132077,122219,106430,153212,153087,122942,127460,149371,166375,163279,144357,165838,160458,154271,142556,145483,155265,145701,156165,159183,160563,606043,410955,714360,1461406,1853119,5045883,-32.19,73.83,104.58,26.8,1330174,3617824,1.7198125959460944
Southern,Tainan City,Tourist Areas,大天后宮,50377,59389,44076,44504,50585,55346,34604,35952,30348,42609,43053,41414,52500,34844,15114,11775,10122,17792,30926,37390,20167,32911,24506,25214,31517,45930,22583,25223,8122,0,1618,10455,11115,18913,23546,29115,26222,32820,19889,19762,8501,12414,26990,28880,20313,26206,24682,30746,52087,39667,26994,34457,22125,23068,25276,28096,16199,26560,27014,33354,532257,313261,228137,277425,354897,1705977,-41.14,-27.17,21.6,27.93,970771,715011,-0.26346069258352384
Southern,Pingtung County,National Parks,貓鼻頭公園,51697,65573,78369,90865,102431,66948,74508,73787,27426,32621,36079,37372,13955,22547,8911,7150,4265,7001,16660,15278,11963,21416,14908,15026,7833,13612,9778,20602,9597,0,883,4946,9341,10946,16298,20404,8886,12752,14470,12038,4468,6422,11103,14163,13123,12671,11837,17321,17439,9955,18408,15572,15847,13126,12602,10491,11743,16292,19188,16413,737676,159080,124240,139254,177076,1337326,-78.43,-21.9,12.08,27.16,948581,373319,-0.6064447843673867
Central,Yunlin County,Others,草嶺,52000,108000,43000,46000,43200,46000,46100,48800,51000,57600,58600,58000,62000,50000,28000,20000,50000,98000,78000,65000,60000,65000,66000,68000,50000,58000,90000,105000,15000,100,150,13000,14000,42000,49000,55000,108000,66000,61000,34000,23000,27000,34000,54000,34000,60000,64000,47600,110000,200000,110000,70000,60000,42000,45000,30000,45000,45000,45000,45000,658300,710000,491250,612600,847000,3319150,7.85,-30.81,24.7,38.26,1671300,1619600,-0.030934003470352422
Southern,Pingtung County,National Parks,鵝鑾鼻公園,52352,86352,60369,72794,87824,69531,88957,99372,39369,52151,37492,39720,18108,44340,19965,15261,8415,21067,49307,48340,33142,52385,35642,31133,25300,42677,27792,38014,24907,0,885,9722,19457,21129,32909,40390,17638,34499,28972,24970,11748,17975,34995,35056,31354,27670,23104,31835,42020,18614,33373,36663,29842,29233,34504,30982,18975,25581,31936,34832,786283,377105,283182,319816,366555,2132941,-52.04,-24.91,12.94,14.61,1297171,800256,-0.38307593987222965
Central,Taichung City,Others,高美濕地,52490,65570,109374,149675,128615,153613,163372,127845,125638,138097,128257,106274,82671,133445,67056,62238,87152,128201,129064,124163,87666,90910,50475,34575,46147,78312,61901,66035,31223,0,0,63782,66918,59541,34701,20532,14150,27135,28339,29309,15914,36562,87123,73502,52882,29895,32846,24955,20173,9125,32758,46698,40514,35663,37389,33266,22286,34991,32455,23037,1448820,1077616,529092,452612,368355,3876495,-25.62,-50.9,-14.45,-18.62,2778831,1002659,-0.6391795686747412
Northern,Taoyuan City,Others,慈湖,55000,60880,63442,71290,63198,58894,59816,56465,41400,55127,51224,45677,121616,133539,140040,162484,188787,176023,201431,166162,126344,237199,183477,110894,137582,186186,131476,123276,195837,156617,206549,218876,247104,264633,242216,273755,233336,229731,243521,275388,234567,277702,342637,302224,218568,256709,264408,204164,302023,270959,283972,331624,316701,316885,368190,265661,261013,278710,296850,285818,682413,1947996,2384107,3082955,3578406,11675877,185.46,22.39,29.31,16.07,3208929,7689069,1.3961480606146164
Southern,Tainan City,National Scenic Areas,七股鹽山園區,55901,107791,57149,53383,34197,43553,50628,35053,40099,55682,49606,46885,76027,54764,30681,30796,23458,37040,40170,53627,33114,59359,43400,42949,59509,89558,43809,53024,19063,0,3306,19648,27379,46702,42265,44088,35968,71922,32599,30950,13215,20759,48789,40568,31690,39630,33407,34654,106593,65875,41930,67983,38104,41264,57134,59692,27219,53131,44582,87243,629927,525385,448351,434151,690750,2728564,-16.6,-14.66,-3.17,59.1,1401212,1285335,-0.08269769313993885
Southern,Tainan City,Museums,奇美博物館,57471,97898,63937,73543,60293,65922,78885,83349,76029,77946,70435,122891,78256,51206,24246,16541,25457,68027,90598,113033,55930,81004,58410,103497,54771,75432,44668,60159,20911,0,4282,29844,32340,49072,50789,127181,51807,55078,37367,39739,19123,27316,60224,67927,61001,61970,49399,59733,79396,70217,38941,52980,40248,59132,63262,60460,39867,51165,43961,64208,928599,766205,549449,590684,663837,3498774,-17.49,-28.29,7.5,12.38,1929834,1513903,-0.2155268276960609
Southern,Kaohsiung City,Others,壽山動物園,58849,86018,67068,65690,39117,47847,38343,34480,50902,69605,57244,45495,64360,51637,36352,34309,29016,47711,51708,57454,34250,86018,61922,57584,64952,98265,59034,60955,20270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90282,128190,176797,127340,184391,87360,69337,88687,83273,47356,89378,93410,97817,660658,612321,303476,90282,1273336,2940073,-7.32,-50.44,-70.25,1310.4,1556185,1363618,-0.1237429997076183
Eastern,Hualien County,National Parks,太魯閣國家公園遊客中心,59884,60050,71186,72956,84561,85380,100387,88777,53252,68274,66831,55304,50485,46152,22399,18954,28692,44438,69265,70246,46222,52790,51567,28214,30895,28888,21148,29099,9855,0,4443,19052,19058,23810,28310,22855,21401,18009,29027,14738,7890,20215,47712,43872,24105,29601,21882,27503,28508,22863,26942,38596,31835,33810,51263,49734,36106,44574,46806,40368,866842,529424,237413,305955,451405,2391039,-38.92,-55.16,28.87,47.54,1506296,851393,-0.43477709560405126
Southern,Kaohsiung City,Others,義大世界,60120,70744,62275,96081,56859,52560,72281,54035,78876,91997,72588,75327,66007,28223,9310,22074,42994,73798,207079,187879,74636,78454,57338,54553,50813,51528,38452,63883,18177,0,6978,31391,25367,67012,59003,101267,55899,310372,460222,274015,164378,239328,433276,528338,499386,372705,123089,499386,593075,411910,374417,389179,351504,359598,361973,383988,412618,379280,340530,486646,843743,902345,513871,3960394,4844718,11065071,6.95,-43.05,670.7,22.33,1950764,9057761,3.6431864643801095
Northern,Yilan County,Others,國立傳統藝術中心,61288,141033,81888,77572,69041,82703,125960,111930,67638,90353,85374,85809,131157,79921,37228,30947,49353,79728,108068,130311,73662,101487,79652,68997,68582,105010,54445,74444,25950,0,1870,34768,32641,50373,64602,71252,49501,89676,48489,38107,17303,35000,70413,85232,48031,61806,58299,66438,122217,73277,52231,86944,60739,60739,85391,83957,62661,81465,79858,101524,1080589,970511,583937,668295,951003,4254335,-10.19,-39.83,14.45,42.3,2353581,1838166,-0.21899182564781072
Southern,Tainan City,Tourist Areas,赤嵌樓,62972,74236,55095,55630,63231,69182,43255,44940,37935,53262,53817,51768,65625,43555,18892,14719,12652,22240,38657,46738,25209,41139,30632,31517,39396,57413,28229,31528,10152,0,2022,13069,13894,23641,29432,36394,32777,41025,24861,24702,10626,15517,33737,36100,25391,32758,30852,38433,65109,49584,33743,43071,27656,28835,31595,35120,20249,33199,33768,41693,665323,391575,285170,346779,443622,2132469,-41.15,-27.17,21.6,27.93,1213464,893762,-0.2634622864790385
Northern,Hsinchu County,Others,北埔老街,64014,75112,69870,65940,67734,56980,51152,56714,52638,63348,61008,54328,51764,47432,35898,35080,54130,57138,63686,88690,78040,100008,79452,70384,78916,82934,35722,36480,17452,750,1016,63792,58422,151580,191884,212185,76050,144576,98100,96786,58027,75582,80190,64350,56304,95112,81054,81522,141066,100944,69930,111204,74016,78768,78336,77958,77994,109134,92214,107568,738838,761702,931133,1007653,1119132,4558458,3.09,22.24,8.22,11.06,1734592,2740856,0.5801156698520459
Northern,Hsinchu County,Others,六福村主題遊樂園,64876,109758,91253,104779,77363,109699,242873,214557,104628,144176,126844,102376,75898,60693,24999,14730,29871,104369,270656,298231,74362,115878,91631,61879,46135,74846,47997,81635,21933,0,10260,89779,46973,118731,121811,143429,42338,58062,65022,62586,25954,41684,174618,240347,97709,151807,125909,96605,89455,76791,62731,90307,60064,79615,155131,167039,121179,128120,130458,77001,1493182,1223197,803529,1182641,1237891,5940440,-18.08,-34.31,47.18,4.67,2966992,2851476,-0.038933707943937836
Northern,Taipei City,Others,臺北自來水園區,65436,77522,81877,102948,115365,153826,162691,137123,93924,114759,100911,139645,75825,83016,68035,71028,93172,165010,195881,206577,104634,110550,107381,148567,85463,89022,72343,77857,45093,2932,5527,11643,13143,23070,26277,23994,16226,18277,21371,18245,12008,13272,64949,53535,18132,24464,24301,36084,26354,27513,29616,36844,35368,67400,107203,63383,31885,37977,38053,50810,1346027,1429676,476364,320864,552406,4125337,6.21,-66.68,-32.64,72.16,3100388,959754,-0.6904406803277525
Southern,Pingtung County,Museums,六堆客家文化園區,65710,149615,95580,84089,79112,81080,62865,47591,82782,80800,85108,64768,135503,60781,51072,46377,48176,58905,63926,64728,56637,94518,90827,52264,57867,73067,54825,62289,24986,0,2362,13264,32505,58050,65191,60415,42526,95764,63676,44664,32034,37762,52552,48844,50077,55937,51893,54499,110415,52889,49295,65028,52970,53360,55514,40171,38353,68807,70853,56058,979100,823714,504821,630228,713713,3651576,-15.87,-38.71,24.84,13.25,2050862,1560102,-0.23929450153155113
Northern,New Taipei City,Others,鶯歌老街,67372,77359,65973,63244,85335,76577,76228,85849,86595,83420,79864,64701,65686,78398,57664,65141,88066,78413,77386,88000,88769,85520,85520,65666,66672,88921,88921,66772,68661,34032,32680,60703,91000,86977,82361,67637,68341,90973,59997,68096,17927,26616,45848,78417,27827,35611,29842,125843,52386,37326,34036,50108,39577,84724,147633,72643,51529,345323,42251,38327,912517,924229,835337,675338,995863,4343284,1.28,-9.62,-19.15,47.46,2148032,1999176,-0.06929878139618031
Northern,New Taipei City,Museums,新北市客家文化園區,72394,71832,73528,69175,74337,84820,99027,129196,71809,79809,72843,83381,83386,15627,6516,0,6525,8160,38681,72326,88399,90045,99715,74623,51614,36286,38738,34666,25832,0,0,489,1054,5475,36465,59427,72082,74572,72589,74385,30784,34951,40825,66544,51737,78200,59921,50117,51102,40348,32015,41100,42015,31428,39285,40628,60279,83255,75772,65226,982151,584003,290046,706707,602453,3165360,-40.54,-50.33,143.65,-14.75,1727458,1411581,-0.18285654412437236
Eastern,Hualien County,National Scenic Areas,鯉魚潭風景特定區,72564,102580,94336,91869,82092,105248,108162,87816,82109,96432,86143,76784,118667,90556,81427,84308,65999,105147,106498,146679,103104,133895,108521,80628,93932,130999,83858,83154,50125,0,19109,61904,70307,83679,105489,85451,76648,118144,77409,78862,64109,52398,186227,159402,108104,90804,73057,72187,129531,84054,70477,102976,69916,86880,160712,143937,104018,125222,106306,84885,1086135,1225429,868007,1157351,1268914,5605836,12.82,-29.17,33.33,9.64,2703507,2771191,0.025035629646973357
Central,Taichung City,Museums,國立臺灣美術館,74603,60934,54279,61706,62876,66370,70711,66180,49595,61345,57814,49700,66298,67338,25534,17371,30775,41301,54769,59341,35778,68919,47753,44449,50560,107985,50521,59418,18922,0,2629,18958,22262,34297,34128,34833,45330,51473,34090,26105,16798,25979,51700,55733,42007,47464,47095,43944,49764,45125,35934,49953,38849,46262,60201,62799,43552,46421,41646,46752,736113,559626,434513,487718,567258,2785228,-23.98,-22.36,12.24,16.31,1564223,1180496,-0.24531476650068437
